ngram,inf_count,mis_count,total_app,mis_freq
 part,11,31,42,0.738095238095238
aken a,11,31,42,0.738095238095238
ays befor,11,31,42,0.738095238095238
ean hannit,11,31,42,0.738095238095238
eb pag,11,31,42,0.738095238095238
een aroun,11,31,42,0.738095238095238
he owne,11,31,42,0.738095238095238
he woul,11,31,42,0.738095238095238
ideos new,11,31,42,0.738095238095238
irst i,11,31,42,0.738095238095238
ll section,11,31,42,0.738095238095238
mage vi,11,31,42,0.738095238095238
mail decembe,11,31,42,0.738095238095238
merican publi,11,31,42,0.738095238095238
ne fre,11,31,42,0.738095238095238
o nee,11,31,42,0.738095238095238
o purchas,22,62,84,0.738095238095238
ollow o,22,62,84,0.738095238095238
overnment force,11,31,42,0.738095238095238
rom t,11,31,42,0.738095238095238
uch bette,11,31,42,0.738095238095238
t tru,49,138,187,0.737967914438503
he ma,97,273,370,0.737837837837838
ear a,16,45,61,0.737704918032787
eing th,16,45,61,0.737704918032787
he india,16,45,61,0.737704918032787
n severa,16,45,61,0.737704918032787
oman i,32,90,122,0.737704918032787
t agai,16,45,61,0.737704918032787
urpose o,16,45,61,0.737704918032787
 majo,37,104,141,0.73758865248227
ears late,37,104,141,0.73758865248227
e an,42,118,160,0.7375
reate accoun,21,59,80,0.7375
or m,52,146,198,0.737373737373737
age ,83,233,316,0.737341772151899
etty image,31,87,118,0.73728813559322
ell i,51,143,194,0.737113402061856
rivate messag,51,143,194,0.737113402061856
ack o,71,199,270,0.737037037037037
 portrai,10,28,38,0.736842105263158
ade m,10,28,38,0.736842105263158
arch 2,55,154,209,0.736842105263158
ate i,15,42,57,0.736842105263158
ay 1,75,210,285,0.736842105263158
e anythin,10,28,38,0.736842105263158
ere o,15,42,57,0.736842105263158
hat stor,10,28,38,0.736842105263158
he go,20,56,76,0.736842105263158
hether yo,10,28,38,0.736842105263158
iew article,20,56,76,0.736842105263158
ld a,10,28,38,0.736842105263158
ll bu,10,28,38,0.736842105263158
mall busines,10,28,38,0.736842105263158
nopes o,10,28,38,0.736842105263158
ntil afte,15,42,57,0.736842105263158
ook o,35,98,133,0.736842105263158
ots o,25,70,95,0.736842105263158
ou b,10,28,38,0.736842105263158
ow the,15,42,57,0.736842105263158
rban myth,15,42,57,0.736842105263158
t di,15,42,57,0.736842105263158
ugust 3,10,28,38,0.736842105263158
ur ow,10,28,38,0.736842105263158
val offic,15,42,57,0.736842105263158
wn ,10,28,38,0.736842105263158
y thos,10,28,38,0.736842105263158
tate o,94,263,357,0.736694677871149
o ou,64,179,243,0.736625514403292
ed t,39,109,148,0.736486486486487
ime th,29,81,110,0.736363636363636
ne thin,29,81,110,0.736363636363636
ntended t,29,81,110,0.736363636363636
or exampl,29,81,110,0.736363636363636
n heave,24,67,91,0.736263736263736
n snope,24,67,91,0.736263736263736
icture o,67,187,254,0.736220472440945
n th,3809,10631,14440,0.736218836565097
 so,19,53,72,0.736111111111111
ense o,19,53,72,0.736111111111111
ote tha,19,53,72,0.736111111111111
ar a,33,92,125,0.736
he foo,33,92,125,0.736
all t,14,39,53,0.735849056603774
e see,28,78,106,0.735849056603774
ernie sander,70,195,265,0.735849056603774
he l,14,39,53,0.735849056603774
he perso,28,78,106,0.735849056603774
n schoo,14,39,53,0.735849056603774
o follo,14,39,53,0.735849056603774
other i,14,39,53,0.735849056603774
tories abou,14,39,53,0.735849056603774
uropean unio,14,39,53,0.735849056603774
 yea,102,284,386,0.735751295336788
he boo,37,103,140,0.735714285714286
on o,37,103,140,0.735714285714286
 differen,23,64,87,0.735632183908046
 schoo,23,64,87,0.735632183908046
 wa,211,587,798,0.735588972431078
 di,41,114,155,0.735483870967742
ou migh,41,114,155,0.735483870967742
he secon,59,164,223,0.73542600896861
 collectio,45,125,170,0.735294117647059
 poste,27,75,102,0.735294117647059
 shi,9,25,34,0.735294117647059
 spokesma,9,25,34,0.735294117647059
adio t,9,25,34,0.735294117647059
enter ,9,25,34,0.735294117647059
est frien,9,25,34,0.735294117647059
he dat,18,50,68,0.735294117647059
hen peopl,9,25,34,0.735294117647059
hey ca,45,125,170,0.735294117647059
houldn ,9,25,34,0.735294117647059
hy yo,9,25,34,0.735294117647059
nd curren,9,25,34,0.735294117647059
ne poin,9,25,34,0.735294117647059
ngeles californi,9,25,34,0.735294117647059
o enabl,9,25,34,0.735294117647059
o m,99,275,374,0.735294117647059
olice repor,9,25,34,0.735294117647059
ome fo,9,25,34,0.735294117647059
orth t,9,25,34,0.735294117647059
ou wh,9,25,34,0.735294117647059
ould th,9,25,34,0.735294117647059
ound an,9,25,34,0.735294117647059
ouple wh,9,25,34,0.735294117647059
re lookin,9,25,34,0.735294117647059
s prett,9,25,34,0.735294117647059
ubject t,9,25,34,0.735294117647059
y pau,9,25,34,0.735294117647059
o ,726,2015,2741,0.735133163079168
ate ma,31,86,117,0.735042735042735
 februar,13,36,49,0.73469387755102
ent b,13,36,49,0.73469387755102
ews report,26,72,98,0.73469387755102
he dar,13,36,49,0.73469387755102
he floo,26,72,98,0.73469387755102
k ,13,36,49,0.73469387755102
mail addres,65,180,245,0.73469387755102
ountain lio,13,36,49,0.73469387755102
riend o,26,72,98,0.73469387755102
tart o,13,36,49,0.73469387755102
o longe,108,299,407,0.734643734643735
ew windo,60,166,226,0.734513274336283
ne o,430,1189,1619,0.734403953057443
0 o,51,141,192,0.734375
embers post,17,47,64,0.734375
merican airline,17,47,64,0.734375
pens i,55,152,207,0.734299516908213
essage boar,21,58,79,0.734177215189873
ike u,25,69,94,0.734042553191489
n the,25,69,94,0.734042553191489
now ,29,80,109,0.73394495412844
f ,1127,3108,4235,0.733884297520661
n respons,41,113,154,0.733766233766234
onald trum,428,1179,1607,0.73366521468575
 se,57,157,214,0.733644859813084
 fo,44,121,165,0.733333333333333
 righ,16,44,60,0.733333333333333
 wha,28,77,105,0.733333333333333
all fo,28,77,105,0.733333333333333
as alway,16,44,60,0.733333333333333
at ,16,44,60,0.733333333333333
aying i,12,33,45,0.733333333333333
dvanced searc,28,77,105,0.733333333333333
ep 2,36,99,135,0.733333333333333
ere an,16,44,60,0.733333333333333
ets ,12,33,45,0.733333333333333
ets i,12,33,45,0.733333333333333
he lan,12,33,45,0.733333333333333
ideo wa,12,33,45,0.733333333333333
ied afte,20,55,75,0.733333333333333
indow clic,40,110,150,0.733333333333333
ine month,12,33,45,0.733333333333333
is wif,72,198,270,0.733333333333333
iven th,16,44,60,0.733333333333333
n on,56,154,210,0.733333333333333
nly i,16,44,60,0.733333333333333
ontinued t,12,33,45,0.733333333333333
or no,28,77,105,0.733333333333333
resident vladimi,12,33,45,0.733333333333333
roject i,12,33,45,0.733333333333333
s someon,12,33,45,0.733333333333333
tories an,16,44,60,0.733333333333333
trange new,12,33,45,0.733333333333333
y hi,36,99,135,0.733333333333333
 ha,75,206,281,0.733096085409253
hen th,142,390,532,0.733082706766917
osted b,236,648,884,0.733031674208145
ou ca,278,763,1041,0.732949087415946
o d,160,439,599,0.732888146911519
art o,140,384,524,0.732824427480916
n fron,35,96,131,0.732824427480916
he nort,31,85,116,0.732758620689655
re o,31,85,116,0.732758620689655
age o,27,74,101,0.732673267326733
o u,50,137,187,0.732620320855615
he 201,73,200,273,0.732600732600733
our o,23,63,86,0.732558139534884
m a,19,52,71,0.732394366197183
mage show,19,52,71,0.732394366197183
e a,68,186,254,0.732283464566929
ontinue t,34,93,127,0.732283464566929
he onl,117,320,437,0.732265446224256
hy ar,15,41,56,0.732142857142857
nd fo,30,82,112,0.732142857142857
ow di,15,41,56,0.732142857142857
tarted b,45,123,168,0.732142857142857
nd ,395,1079,1474,0.73202170963365
s mor,26,71,97,0.731958762886598
he tw,48,131,179,0.731843575418994
ou wil,70,191,261,0.731800766283525
 neve,22,60,82,0.731707317073171
0 th,11,30,41,0.731707317073171
aily calle,11,30,41,0.731707317073171
earch logi,11,30,41,0.731707317073171
efused servic,22,60,82,0.731707317073171
f la,11,30,41,0.731707317073171
he electio,11,30,41,0.731707317073171
hing ,11,30,41,0.731707317073171
hy no,11,30,41,0.731707317073171
ith cance,11,30,41,0.731707317073171
nly 1,11,30,41,0.731707317073171
oman o,11,30,41,0.731707317073171
orld wort,22,60,82,0.731707317073171
our ne,11,30,41,0.731707317073171
r s,11,30,41,0.731707317073171
rom i,11,30,41,0.731707317073171
se thi,11,30,41,0.731707317073171
ven th,22,60,82,0.731707317073171
he acto,40,109,149,0.731543624161074
he nf,18,49,67,0.73134328358209
ife o,54,147,201,0.73134328358209
ate ap,25,68,93,0.731182795698925
m sur,25,68,93,0.731182795698925
eing ,32,87,119,0.73109243697479
 o,187,508,695,0.730935251798561
 larg,67,182,249,0.730923694779117
est o,67,182,249,0.730923694779117
010 th,14,38,52,0.730769230769231
e bee,14,38,52,0.730769230769231
eek o,14,38,52,0.730769230769231
he federa,63,171,234,0.730769230769231
hen hi,14,38,52,0.730769230769231
ive u,21,57,78,0.730769230769231
s o,156,423,579,0.730569948186529
way fro,52,141,193,0.730569948186529
ife an,31,84,115,0.730434782608696
lace i,24,65,89,0.730337078651685
nd m,24,65,89,0.730337078651685
ont kno,72,195,267,0.730337078651685
hem t,65,176,241,0.730290456431535
epublican nomine,17,46,63,0.73015873015873
mg al,17,46,63,0.73015873015873
oting machine,17,46,63,0.73015873015873
housands o,95,257,352,0.730113636363636
n emai,98,265,363,0.730027548209367
 thin,125,338,463,0.730021598272138
ime o,54,146,200,0.73
o fa,27,73,100,0.73
s fro,27,73,100,0.73
sed a,27,73,100,0.73
an i,91,246,337,0.729970326409496
r th,64,173,237,0.729957805907173
e o,47,127,174,0.729885057471264
 vot,20,54,74,0.72972972972973
ame u,20,54,74,0.72972972972973
ause o,20,54,74,0.72972972972973
er ,20,54,74,0.72972972972973
erms privac,40,108,148,0.72972972972973
esult i,20,54,74,0.72972972972973
ews tonigh,10,27,37,0.72972972972973
hanged th,10,27,37,0.72972972972973
he guinnes,10,27,37,0.72972972972973
he lef,20,54,74,0.72972972972973
he sho,40,108,148,0.72972972972973
merican fla,40,108,148,0.72972972972973
nd onl,10,27,37,0.72972972972973
nterview o,10,27,37,0.72972972972973
or ebol,10,27,37,0.72972972972973
orks o,10,27,37,0.72972972972973
own b,10,27,37,0.72972972972973
reate you,10,27,37,0.72972972972973
retty goo,10,27,37,0.72972972972973
ry i,10,27,37,0.72972972972973
tates a,10,27,37,0.72972972972973
tory t,10,27,37,0.72972972972973
uantanamo ba,20,54,74,0.72972972972973
ure tha,10,27,37,0.72972972972973
witter emai,20,54,74,0.72972972972973
f th,3312,8940,12252,0.729676787463271
bout ,136,367,503,0.729622266401591
oin th,33,89,122,0.729508196721312
ou shoul,33,89,122,0.729508196721312
omes t,23,62,85,0.729411764705882
re the,23,62,85,0.729411764705882
an o,82,221,303,0.729372937293729
se o,118,318,436,0.729357798165138
eals o,13,35,48,0.729166666666667
elated topic,13,35,48,0.729166666666667
hares shar,13,35,48,0.729166666666667
he day,13,35,48,0.729166666666667
hildren i,26,70,96,0.729166666666667
orth america,13,35,48,0.729166666666667
reat deal,13,35,48,0.729166666666667
way a,13,35,48,0.729166666666667
n thi,246,662,908,0.729074889867841
 can,29,78,107,0.728971962616822
s to,29,78,107,0.728971962616822
o th,1443,3879,5322,0.728861330326945
 bu,32,86,118,0.728813559322034
any american,16,43,59,0.728813559322034
as don,16,43,59,0.728813559322034
ideos o,16,43,59,0.728813559322034
ifficult t,16,43,59,0.728813559322034
ith mor,16,43,59,0.728813559322034
oday fo,16,43,59,0.728813559322034
orth americ,32,86,118,0.728813559322034
ost famou,16,43,59,0.728813559322034
our year,32,86,118,0.728813559322034
ther site,16,43,59,0.728813559322034
hat ar,99,266,365,0.728767123287671
ad bee,134,360,494,0.728744939271255
mage galler,19,51,70,0.728571428571429
or tha,19,51,70,0.728571428571429
emoved fro,41,110,151,0.728476821192053
witter pinteres,41,110,151,0.728476821192053
ere hom,22,59,81,0.728395061728395
ot thi,22,59,81,0.728395061728395
ozens o,22,59,81,0.728395061728395
s wit,22,59,81,0.728395061728395
ut thi,66,177,243,0.728395061728395
uring th,197,528,725,0.728275862068966
esulted i,25,67,92,0.728260869565217
f thre,25,67,92,0.728260869565217
n accoun,25,67,92,0.728260869565217
sed b,53,142,195,0.728205128205128
 variet,28,75,103,0.728155339805825
op ,28,75,103,0.728155339805825
ost o,121,324,445,0.728089887640449
ou hav,121,324,445,0.728089887640449
n novembe,93,249,342,0.728070175438597
n wha,34,91,125,0.728
ook th,34,91,125,0.728
n othe,37,99,136,0.727941176470588
nternet 200,114,305,419,0.727923627684964
iving awa,43,115,158,0.727848101265823
e abl,52,139,191,0.727748691099477
laim ,226,604,830,0.727710843373494
here th,58,155,213,0.727699530516432
t th,756,2018,2774,0.727469358327325
eb sit,130,347,477,0.727463312368973
 a,243,648,891,0.727272727272727
 medi,9,24,33,0.727272727272727
 mistak,9,24,33,0.727272727272727
008 locatio,9,24,33,0.727272727272727
1 2,12,32,44,0.727272727272727
as give,21,56,77,0.727272727272727
ast mont,27,72,99,0.727272727272727
aw tha,12,32,44,0.727272727272727
bay fo,9,24,33,0.727272727272727
bc new,78,208,286,0.727272727272727
chool an,12,32,44,0.727272727272727
e se,15,40,55,0.727272727272727
ead threa,9,24,33,0.727272727272727
ears befor,9,24,33,0.727272727272727
ec 0,12,32,44,0.727272727272727
econd loo,33,88,121,0.727272727272727
eed th,12,32,44,0.727272727272727
egal actio,9,24,33,0.727272727272727
elieved tha,12,32,44,0.727272727272727
ember a,9,24,33,0.727272727272727
end ,33,88,121,0.727272727272727
end messag,9,24,33,0.727272727272727
eturned t,12,32,44,0.727272727272727
ew englan,12,32,44,0.727272727272727
f californi,18,48,66,0.727272727272727
he discussio,15,40,55,0.727272727272727
he germa,9,24,33,0.727272727272727
his answe,15,40,55,0.727272727272727
hows th,66,176,242,0.727272727272727
ice presidentia,12,32,44,0.727272727272727
ight wan,9,24,33,0.727272727272727
imes th,9,24,33,0.727272727272727
ing i,18,48,66,0.727272727272727
itizen o,12,32,44,0.727272727272727
n cour,9,24,33,0.727272727272727
nly b,9,24,33,0.727272727272727
nvented i,9,24,33,0.727272727272727
o pinteres,33,88,121,0.727272727272727
o stan,9,24,33,0.727272727272727
ome worl,12,32,44,0.727272727272727
op storie,21,56,77,0.727272727272727
ost bac,9,24,33,0.727272727272727
ost navigatio,24,64,88,0.727272727272727
ote t,9,24,33,0.727272727272727
ould g,9,24,33,0.727272727272727
ound guilt,9,24,33,0.727272727272727
outh o,12,32,44,0.727272727272727
raveled t,12,32,44,0.727272727272727
reated a,21,56,77,0.727272727272727
residential campaig,39,104,143,0.727272727272727
rt i,9,24,33,0.727272727272727
rump say,12,32,44,0.727272727272727
ry an,9,24,33,0.727272727272727
ssue ,12,32,44,0.727272727272727
t b,30,80,110,0.727272727272727
un violenc,9,24,33,0.727272727272727
y snope,15,40,55,0.727272727272727
mail t,56,149,205,0.726829268292683
iew publi,53,141,194,0.72680412371134
ut the,44,117,161,0.726708074534162
o hel,123,327,450,0.726666666666667
ore tha,227,603,830,0.726506024096386
bama th,32,85,117,0.726495726495727
hought i,29,77,106,0.726415094339623
o allo,29,77,106,0.726415094339623
oston maratho,29,77,106,0.726415094339623
he us,121,321,442,0.726244343891403
 tri,20,53,73,0.726027397260274
ed cros,20,53,73,0.726027397260274
ttack o,40,106,146,0.726027397260274
fter the,17,45,62,0.725806451612903
he doo,17,45,62,0.725806451612903
ime fo,34,90,124,0.725806451612903
interest emai,17,45,62,0.725806451612903
linton emai,17,45,62,0.725806451612903
orm o,34,90,124,0.725806451612903
uote p,17,45,62,0.725806451612903
im t,48,127,175,0.725714285714286
rue o,96,254,350,0.725714285714286
n ,1460,3862,5322,0.725667042465239
id o,31,82,113,0.725663716814159
 sai,14,37,51,0.725490196078431
cross countr,14,37,51,0.725490196078431
e though,14,37,51,0.725490196078431
ead tha,14,37,51,0.725490196078431
eek i,14,37,51,0.725490196078431
eek th,14,37,51,0.725490196078431
ember sinc,14,37,51,0.725490196078431
ew pos,14,37,51,0.725490196078431
hat you,14,37,51,0.725490196078431
lease rea,14,37,51,0.725490196078431
lobal new,14,37,51,0.725490196078431
n registe,14,37,51,0.725490196078431
o brin,28,74,102,0.725490196078431
ocated i,14,37,51,0.725490196078431
omestic violenc,14,37,51,0.725490196078431
or 201,14,37,51,0.725490196078431
othing bu,14,37,51,0.725490196078431
rs clinto,14,37,51,0.725490196078431
ublic profil,56,148,204,0.725490196078431
he woma,39,103,142,0.725352112676056
s fa,25,66,91,0.725274725274725
ut wha,25,66,91,0.725274725274725
nd wa,97,256,353,0.725212464589235
rom aroun,36,95,131,0.725190839694657
nited nation,105,277,382,0.725130890052356
eply wit,58,153,211,0.725118483412322
 miracl,11,29,40,0.725
 wal,11,29,40,0.725
e sa,22,58,80,0.725
ery wel,11,29,40,0.725
he exac,11,29,40,0.725
he fo,22,58,80,0.725
hem i,44,116,160,0.725
ideos t,11,29,40,0.725
ine wit,11,29,40,0.725
iscussion o,11,29,40,0.725
ith othe,11,29,40,0.725
lection 201,22,58,80,0.725
n politic,11,29,40,0.725
obile phon,11,29,40,0.725
ohn ashcrof,11,29,40,0.725
ome contac,11,29,40,0.725
osts r,22,58,80,0.725
riginal pos,11,29,40,0.725
t contain,11,29,40,0.725
xample o,44,116,160,0.725
ts ,85,224,309,0.724919093851133
 pla,19,50,69,0.72463768115942
or th,897,2359,3256,0.724508599508599
hat som,27,71,98,0.724489795918367
e sai,70,184,254,0.724409448818898
 cal,16,42,58,0.724137931034483
akes th,16,42,58,0.724137931034483
elated t,40,105,145,0.724137931034483
he result,16,42,58,0.724137931034483
here ar,192,504,696,0.724137931034483
hey shoul,16,42,58,0.724137931034483
ontinues t,24,63,87,0.724137931034483
5 200,69,181,250,0.724
n decembe,69,181,250,0.724
 chil,90,236,326,0.723926380368098
o it,37,97,134,0.723880597014925
ecause ,50,131,181,0.723756906077348
alue o,21,55,76,0.723684210526316
ational committe,21,55,76,0.723684210526316
he vatica,21,55,76,0.723684210526316
ovember 2,76,199,275,0.723636363636364
he ,123,322,445,0.723595505617977
 share,34,89,123,0.723577235772358
se i,34,89,123,0.723577235772358
 las,13,34,47,0.723404255319149
 significan,13,34,47,0.723404255319149
 youn,52,136,188,0.723404255319149
aid tuesda,13,34,47,0.723404255319149
earing th,13,34,47,0.723404255319149
egends an,13,34,47,0.723404255319149
he blo,13,34,47,0.723404255319149
ine o,26,68,94,0.723404255319149
lick her,65,170,235,0.723404255319149
ny othe,39,102,141,0.723404255319149
o suppor,39,102,141,0.723404255319149
ou a,13,34,47,0.723404255319149
ember joi,62,162,224,0.723214285714286
arly votin,18,47,65,0.723076923076923
ddition t,18,47,65,0.723076923076923
n keny,36,94,130,0.723076923076923
nd rea,18,47,65,0.723076923076923
y nam,18,47,65,0.723076923076923
ay ,159,415,574,0.722996515679443
ayor o,23,60,83,0.72289156626506
he lif,23,60,83,0.72289156626506
ichael jackso,46,120,166,0.72289156626506
as release,28,73,101,0.722772277227723
chool i,38,99,137,0.722627737226277
ouse i,38,99,137,0.722627737226277
ast yea,68,177,245,0.722448979591837
 kin,15,39,54,0.722222222222222
 prett,15,39,54,0.722222222222222
an onl,10,26,36,0.722222222222222
ars th,10,26,36,0.722222222222222
as som,10,26,36,0.722222222222222
ays a,10,26,36,0.722222222222222
ell yo,25,65,90,0.722222222222222
en wh,15,39,54,0.722222222222222
eneral electio,10,26,36,0.722222222222222
eply cance,15,39,54,0.722222222222222
ero hedg,10,26,36,0.722222222222222
he basi,10,26,36,0.722222222222222
he patien,10,26,36,0.722222222222222
heres ,25,65,90,0.722222222222222
ights reserve,55,143,198,0.722222222222222
